idMaquina,nro_egm,fabricante,modelo,p_pago,denom,juego,nro_serie,programa,credito,estado,img,ap_minima,ap_maxima,cant_lineas,tipo_juego
461,2402462,WILLIAMS,BLUEBIRD,91.8,0.01,"NEPTUNE'S KINGDOM II",W2201036,S853-000-1030B4,0.10|0.20,1,igt.jpg,NULL,NULL,NULL,NULL
462,2402466,IGT,"IGT IGAME",92.9,0.10,"WILD WOLF",1225049,"GAME 014-005LD5-E01",0.10|0.20,1,igt.jpg,NULL,NULL,NULL,NULL
463,2402470,IGT,"IGT IGAME",92.5,0.25,"AM LUMBERJACK BEAVER",1224333,GK000479,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
464,2402477,IGT,"IGT TRIMLINE",94.0,0.01,CATS,1745977,GE011001EN20001/AE011-031,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
465,2402478,IGT,"IGT TRIMLINE",92.5,0.01,"STINKIN RICH",1745955,G0004825,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
466,2402479,IGT,"IGT TRIMLINE",92.5,0.01,"REMBRANDT RICHES",1745959,GK002904,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
467,2402480,IGT,"IGT TRIMLINE",91.5,0.01,"WILD WOLF",1745406,GK002413,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
468,2402501,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GOLDEN AGE",W2298765,D52D-000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
469,2402502,WILLIAMS,"BLUEBIRD II",93.2,0.01,KRONOS,W2298766,DD41-000-1030C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
470,2402503,WILLIAMS,"BLUEBIRD II",92.1,0.01,KRONOS,W2298767,DD41-000-1030C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
471,2402504,WILLIAMS,"BLUEBIRD II",92.0,0.01,KRONOS,W2298768,DD41-000-1030C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
472,2402505,WILLIAMS,"BLUEBIRD II",92.1,0.01,"VAMPIRES EMBRACE",W2298769,DE54-000-1030C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
473,2402506,IGT,"G23 AVP 3.0",92.0,0.01,"GOLDEN MEMORIES",2050373,Gl014005ML4B001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
474,2402507,IGT,"G23 AVP 3.0",91.9,0.01,"THE VANISHING ACT",2050344,GI014005JC7H003/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
475,2402508,IGT,"G23 AVP 3.0",91.9,0.01,"DISCO NIGHTS",2050340,GI014005RJ7H001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
476,2402509,IGT,"G23 AVP 3.0",92.0,0.01,"CASH OASIS",2050364,GI014001H4ZJ001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
477,2402510,IGT,"G23 AVP 3.0",91.9,0.01,"DIAMOND OF ATHENS",2050378,GI014005IG4H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
478,2402511,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GOLDEN AGE",W2298764,D52D-000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
479,2402512,WILLIAMS,"BLUEBIRD II",92.0,0.01,LANCELOT,W2298763,DC90-000-1060C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
480,2402513,WILLIAMS,"BLUEBIRD II",92.0,0.01,LANCELOT,W2298762,DC90-000-1060C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
481,2402514,WILLIAMS,"BLUEBIRD II",92.0,0.01,SABERTOOTH,W2298761,DC84-000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
482,2402515,WILLIAMS,"BLUEBIRD II",92.0,0.01,SABERTOOTH,W2298760,DC84-000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
483,2402516,WILLIAMS,"BLUEBIRD II",92.0,0.01,"WILD STAMPEDE",W2298759,"dd03 - 000 - 1040",0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
484,2402517,WILLIAMS,"BLUEBIRD II",92.0,0.01,"WILD STAMPEDE",W2298758,"dd03 - 000 - 1040",0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
485,2402518,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GOLDEN MAIDEN",W2298784,DD81-000-1010C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
486,2402519,WILLIAMS,"BLUEBIRD II",92.0,0.01,"MYSTICAL DRAGONS",W2298783,DD45-000-1020C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
487,2402520,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GOLDEN MOAI",W2301206,DC09-000-1040,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
488,2402521,WILLIAMS,"BLUEBIRD II",92.0,0.01,NAUTILUS,W2298711,DE1C-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
489,2402522,WILLIAMS,"BLUEBIRD II",92.0,0.01,NAUTILUS,W2298710,DE1C-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
490,2402523,WILLIAMS,"BLUEBIRD II",92.0,0.01,"VALIANT KNIGHT",W2298709,DE1A-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
491,2402524,WILLIAMS,"BLUEBIRD II",92.0,0.01,"DRAGONS FIRE",W2298708,S2010160001,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
492,2402525,WILLIAMS,"BLUEBIRD II",92.0,0.01,"ZEUS III",W2298795,DE95000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
493,2402526,WILLIAMS,"BLUEBIRD II",92.0,0.01,"ZEUS III",W2298794,DE95000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
494,2402527,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GOLDEN MOAI",W2301203,DC09-000-1040,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
495,2402528,IGT,"G23 AVP 3.0",91.5,0.01,"SANDS OF GOLD 100L",2050863,"GI014001U16D003 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
496,2402529,IGT,"G23 AVP 3.0",91.5,0.01,"SANDS OF GOLD 100L",2050865,"GI014001U16D003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
497,2402530,IGT,"G23 AVP 3.0",91.5,0.01,"JEWELS OF INDIA",2050862,"GI014001FU8E003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
498,2402531,IGT,"G23 AVP 3.0",91.5,0.01,"JEWELS OF INDIA",2050851,"GI014001FU8E003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
499,2402532,IGT,"G23 AVP 3.0",93.0,0.01,"SECRETS OF THE FAIRY",2050837,"GI014001KM8H001 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
500,2402533,IGT,"G23 AVP 3.0",93.0,0.01,"SECRETS OF THE FAIRY",2050474,"GI014001KM8H001 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
501,2402534,IGT,"G23 AVP 3.0",92.0,0.01,"THE AMULET AND THE CHARM",2050878,"GI014001JE8H003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
502,2402535,IGT,"G23 AVP 3.0",92.0,0.01,"THE AMULET AND THE CHARM",2050491,"GI014001JE8H003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
503,2402536,BALLY,"BALLY S9000",91.9,0.01,"BLACK GOLD",S061074963,ASGQHBG014IE-01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
504,2402537,BALLY,"BALLY S9000",92.0,0.01,"STARS AND BARS",S061074975,ASGQHSB01001-00,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
505,2402538,BALLY,"BALLY S9000",92.2,0.01,"BLACK AND WHITE",S061074968,ASGQHBW016IE-00,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
506,2402539,BALLY,"BALLY S9000",92.0,0.01,"STARS AND BARS",S061074974,ASGQHSB01001-00,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
507,2402540,BALLY,"BALLY S9000",92.2,0.01,"BLACK AND WHITE",S061074969,ASGQHBW016IE-00,0.10,0,igt.jpg,NULL,NULL,NULL,NULL
508,2402541,BALLY,"BALLY S9000",91.9,0.01,"BLACK GOLD",S061074962,ASGQHBG014IE-01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
509,2402542,WILLIAMS,BLUEBIRD,92.1,0.01,"JUNGLE CAT",W2179556,S892-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
510,2402543,WILLIAMS,BLUEBIRD,92.1,0.01,"JUNGLE CAT",W2179557,S892-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
511,2402544,WILLIAMS,BLUEBIRD,92.1,0.01,"JUNGLE CAT",W2179558,S892-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
512,2402545,WILLIAMS,BLUEBIRD,92.3,0.01,"FAR EAST FORTUNE",W2179559,S891-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
513,2402546,WILLIAMS,BLUEBIRD,92.3,0.01,"FAR EAST FORTUNE",W2179560,S891-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
514,2402547,WILLIAMS,BLUEBIRD,92.2,0.01,"RICHES OF ROME",W2179561,S890-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
515,2402548,WILLIAMS,BLUEBIRD,92.2,0.01,"RICHES OF ROME",W2179562,S890-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
516,2402549,WILLIAMS,BLUEBIRD,92.2,0.01,"RICHES OF ROME",W2179563,S890-000-1010,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
517,2402562,WILLIAMS,BLUEBIRD,92.0,0.01,"VOYAGES OF SIMBAD",W2200956,SA22-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
518,2402563,WILLIAMS,BLUEBIRD,91.9,0.01,"SUMMER SOLSTICE",W2200959,SA21-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
519,2402564,WILLIAMS,BLUEBIRD,92.0,0.01,ZEUS,W2200962,SA31-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
520,2402565,WILLIAMS,BLUEBIRD,92.0,0.01,"VOYAGES OF SIMBAD",W2200957,SA22-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
521,2402566,WILLIAMS,BLUEBIRD,92.0,0.01,"VOYAGES OF SIMBAD",W2200958,SA22-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
522,2402567,WILLIAMS,BLUEBIRD,91.9,0.01,"SUMMER SOLSTICE",W2200960,SA21-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
523,2402568,WILLIAMS,BLUEBIRD,92.0,0.01,ZEUS,W2200963,SA31-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
524,2402569,WILLIAMS,BLUEBIRD,91.9,0.01,"SUMMER SOLSTICE",W2200961,SA21-000-1000B8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
525,2402588,IGT,"G23 AVP 3.0",94.0,0.01,"GONG XI FA CAI",1970541,014-001D9-C01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
526,2402589,IGT,"G23 AVP 3.0",94.0,0.01,"GONG XI FA CAI",1970540,014-001D9-C01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
527,2402590,IGT,"G23 AVP 3.0",94.0,0.01,"GONG XI FA CAI",1970533,014-001D9-C01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
528,2402591,IGT,"G23 AVP 3.0",94.0,0.01,"GONG XI FA CAI",1970539,014-001D9-C01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
529,2402592,BALLY,"BALLY S9000",91.9,0.01,"QUICK HITS PLATINUM BLACK GOLD",B100808214,AVGQPBG017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
530,2402593,BALLY,"BALLY S9000",92.0,0.01,"QUICK HITS PLATINUM BLACK Y WHITE SEVENS",B100808218,AVGQPBW017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
531,2402594,BALLY,"BALLY S9000",91.9,0.01,"QUICK HITS PLATINUM BLACK GOLD",B100808216,AVGQPBG017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
532,2402595,BALLY,"BALLY S9000",92.0,0.01,"QUICK HITS PLATINUM BLACK Y WHITE SEVENS",B100808220,AVGQPBW017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
533,2402596,BALLY,"BALLY S9000",91.9,0.01,"QUICK HITS PLATINUM BLACK GOLD",B100808215,AVGQPBG017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
534,2402597,BALLY,"BALLY S9000",92.0,0.01,"QUICK HITS PLATINUM BLACK Y WHITE SEVENS",B100808219,AVGQPBW017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
535,2402598,BALLY,"BALLY S9000",91.9,0.01,"QUICK HITS PLATINUM BLACK GOLD",B100808217,AVGQPBG017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
536,2402599,BALLY,"BALLY S9000",92.0,0.01,"QUICK HITS PLATINUM BLACK Y WHITE SEVENS",B100808221,AVGQPBW017IE-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
537,2402600,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282691,SE57-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
538,2402601,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282685,SE57-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
539,2402602,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282649,SE57-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
540,2402603,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282650,SE57-000-1010C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
541,2402604,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282621,SE58-000-1030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
542,2402605,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282673,SE58-000-1030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
543,2402606,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282641,SE58-000-1030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
544,2402607,WILLIAMS,"BLUEBIRD II",92.2,0.01,"THE GODFATHER",W2282635,SE58-000-1030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
545,2402608,IGT,"AVP WS",92.0,0.01,"LADY SWAN",2021926,GI014-005RE6-H04,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
546,2402609,IGT,"AVP WS",92.5,0.01,"FISHING BOB",2021928,GI014005QA6M008,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
547,2402610,IGT,"AVP WS",92.5,0.01,"FISHING BOB",2017918,GI014005QA6M008,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
548,2402611,IGT,"AVP WS",92.0,0.01,"LADY SWAN",2017919,GI014-005RE6-H04,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
549,2402616,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055004,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
550,2402617,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055005,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
551,2402618,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055006,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
552,2402619,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055007,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
553,2402620,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055008,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
554,2402621,IGT,"G23 MLD_V2",89.0,0.01,"WHEEL OF FORTUNE",2055009,AVV037610,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
555,2402630,ARISTOCRAT,VERVE,93.5,0.01,"BATMAN - ROGUES GALLERY",VRV202352,1.02-63057,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
556,2402631,ARISTOCRAT,VERVE,93.5,0.01,"BATMAN - ROGUES GALLERY",VRV202212,1.02-63057,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
557,2402632,ARISTOCRAT,VERVE,93.5,0.01,"BATMAN - ROGUES GALLERY",VRV202348,1.02-63057,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
558,2402633,ARISTOCRAT,VERVE,93.5,0.01,"BATMAN - ROGUES GALLERY",VRV202344,1.02-63057,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
559,2402634,NOVOMATIC,"FV 623 CF D",94.4,0.10,"ULTIMATE 10 D",167974,V8.7-15,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
560,2402635,IGT,"G23 AVP 3.0",91.9,0.01,"CITY OF LIGHTS",2050349,GI014005QX2M004,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
561,2402649,WILLIAMS,BLUEBIRD,91.9,0.01,"TOP O' THE MORNIN",W2201000,D55A-000-1010C0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
562,2402650,WILLIAMS,BLUEBIRD,92.0,0.01,"MAYAN SUN",W2201013,DC82-000-1060C0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
563,2402651,WILLIAMS,BLUEBIRD,92.0,0.01,"MAYAN SUN",W2201001,DC82-000-1060C0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
564,2402652,WILLIAMS,BLUEBIRD,93.9,0.01,"MAYAN SUN",W2201003,DC82-000-1060C0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
565,2402653,WILLIAMS,BLUEBIRD,92.1,0.01,"JUNGLE WILD",W2201021,S759-000-1050B2,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
566,2402654,WILLIAMS,BLUEBIRD,92.0,0.01,"MYSTICAL DRAGONS",W2201005,DD45-000-1020C0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
567,2402655,WILLIAMS,BLUEBIRD,91.9,0.01,"LUCKY MEERKAT",W2201007,S949-000-1020,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
568,2402656,WILLIAMS,BLUEBIRD,91.8,0.01,"NEPTUNE'S KINGDOM II",W2201035,S853-000-1030B4,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
569,2402657,WILLIAMS,BLUEBIRD,92.0,0.01,"MYSTICAL DRAGONS",W2201009,DD45-000-1020C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
570,2402659,WILLIAMS,BLUEBIRD,91.9,0.01,"GREAT EAGLE II",W2201017,DD83-000-1030D0,0.05,0,igt.jpg,NULL,NULL,NULL,NULL
571,2402660,WILLIAMS,BLUEBIRD,92.0,0.01,"GRIFFINS GATE",W2200964,SA07-0000-1030C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
572,2402661,WILLIAMS,BLUEBIRD,92.0,0.01,"HEARTS OF VENICE",W2200966,SA08-000-1030C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
573,2402662,WILLIAMS,BLUEBIRD,91.9,0.01,"ZEUS II",W2200969,SA02-000-1030C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
574,2402663,WILLIAMS,BLUEBIRD,92.1,0.01,"EMERALD EYE",W2200974,S694-000-1060,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
575,2402664,WILLIAMS,BLUEBIRD,92.1,0.01,"KING OF AFRICA",W2200975,S616-000-1040,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
576,2402665,WILLIAMS,BLUEBIRD,92.1,0.01,"GEM HUNTER",W2200977,S615-000-1050,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
577,2402666,WILLIAMS,BLUEBIRD,92.0,0.01,"ROME AND EGYPT",W2201004,DC81-000-1060C0,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
578,2402667,WILLIAMS,BLUEBIRD,91.9,0.01,"QUEEN'S KNIGHT",W2201006,SB200001020,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
579,2402668,WILLIAMS,BLUEBIRD,91.9,0.01,"GORILLA CHIEF",W2201010,DD82-000-1020D0,0.10|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
580,2402669,IGT,"IGT IGAME",92.5,0.01,BOMBAY,1406306,GK001514,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
581,2402670,IGT,"IGT IGAME",92.5,0.01,"CLEOPATRA II",1442526,GK000731,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
582,2402671,WILLIAMS,BLUEBIRD,92.0,0.01,"THAI TREASURE",W2201031,S802-000-1010B4,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
583,2402672,WILLIAMS,BLUEBIRD,91.9,0.01,GLITZ,W2200988,S947-000-1040,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
584,2402673,WILLIAMS,BLUEBIRD,92.0,0.01,"INVADERS FROM THE PLANET MOOLAH",W2200994,S854-000-1010,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
585,2402675,ARISTOCRAT,"VIDRIAN WS",91.8,0.01,BUFFALO,VIRWS902780,1.01-60878,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
586,2402677,IGT,"G23 AVP 3.0",92.0,0.01,"FIGARO 466L",2050838,"GI014001AW8E011 / AI014-09P",0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
587,2402678,IGT,"G23 AVP 3.0",91.9,0.01,"SIBERIAN STORM",2050843,"GI014001HG5C005 / AI014-09P",0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
588,2402679,ARISTOCRAT,MK6,92.1,0.01,GEISHA,MV017427,0252018/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
589,2402680,ARISTOCRAT,MK6,91.9,0.01,"TURTLE TREASURE",MV017428,0152656/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
590,2402681,ARISTOCRAT,MK6,92.1,0.01,"FLAME OF OLYMPUS",MV019265,0252004/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
591,2402682,ARISTOCRAT,MK6,92.3,0.01,"TIKI TORCH",MV063302,0252005/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
592,2402683,ARISTOCRAT,MK6,92.0,0.01,"SUN AND MOON",MV072768,0152072/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
593,2402684,ARISTOCRAT,MK6,91.8,0.01,"PHOENIX FANTASY",MV073455,0152166-01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
594,2402685,ARISTOCRAT,MK6,92.1,0.01,GEISHA,MV017444,0252018/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
595,2402686,ARISTOCRAT,MK6,91.9,0.01,"TURTLE TREASURE",MV018367,0152656/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
596,2402687,ARISTOCRAT,MK6,92.1,0.01,"FLAME OF OLYMPUS",MV019266,0252004/01,0.05,0,igt.jpg,NULL,NULL,NULL,NULL
597,2402688,ARISTOCRAT,MK6,92.3,0.01,"TIKI TORCH",MV063306,0252005/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
598,2402689,ARISTOCRAT,MK6,92.0,0.01,"SUN AND MOON",MV073452,0152072/01,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
599,2402690,ARISTOCRAT,MK6,91.8,0.01,"PHOENIX FANTASY",MV073456,0152166-01,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
600,2402691,NOVOMATIC,"FV 623 CF D",94.5,0.10,"ULTIMATE 10 H",240137,GI014002PL9B003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
601,2402692,NOVOMATIC,"FV 623 CF D",94.5,0.10,"ULTIMATE 10 H",240139,GI014002PL9B003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
602,2402693,NOVOMATIC,"FV 623 CF D",94.7,0.10,"ULTIMATE 10 E",130702,V8.8-0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
603,2402694,NOVOMATIC,"FV 623 CF D",94.7,0.10,"ULTIMATE 10 E",155710,V8.8-0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
604,2402695,NOVOMATIC,"FV 623 CF D",94.7,0.10,"ULTIMATE 10 H",167980,GI014002PL9B003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
605,2402696,NOVOMATIC,"FV 623 CF D",94.7,0.10,"ULTIMATE 10 H",432563,GI014002PL9B003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
606,2402697,NOVOMATIC,"FV 623 CF D",94.7,1.00,"ULTIMATE 10 E",129667,V8.8-0,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
607,2402698,NOVOMATIC,"FV 623 CF D",94.7,1.00,"ULTIMATE 10 E",146422,V8.8-0,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
608,2402703,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",632799,53100,1.00,0,igt.jpg,NULL,NULL,NULL,NULL
609,2402704,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",632800,53100,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
610,2402705,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",632808,53100,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
611,2402706,ARISTOCRAT,"VIDRIAN WS",91.9,0.01,"2 CAN",VIRWS902770,1.01-60872,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
612,2402707,ARISTOCRAT,"VIDRIAN WS",91.8,0.01,BUFFALO,VIRWS902779,1.01-60878,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
613,2402708,ARISTOCRAT,"VIDRIAN WS",87.7,0.01,PELE,VIRWS902784,1.02-61262,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
614,2402709,ARISTOCRAT,"VIDRIAN WS",91.8,0.01,"IN THE GOLD",VIRWS902789,1.02-60875,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
615,2402710,ARISTOCRAT,"VIDRIAN WS",91.9,0.01,"KICKN ASS",VIRWS902793,1.00-61034,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
616,2402711,ARISTOCRAT,"VIDRIAN WS",91.9,0.01,"MORE CHILLI",VIRWS902797,1.01-61372,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
617,2402712,ARISTOCRAT,"VIDRIAN WS",91.9,0.01,"SIRENAS GOLD",VIRWS902798,1.02-60608,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
618,2402713,ARISTOCRAT,"VIDRIAN WS",91.9,0.01,"MORE HEARTS",VIRWS902802,1.01-61373,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
